Symbol,Name,LastSale,MarketCap,MarketCap_Dollars,IPOyear,Sector,industry,Summary Quote
JCAP,"Jernigan Capital, Inc.",21.28,462.16M,462160000,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jcap
AVH,Avianca Holdings S.A.,3.69,459.86M,459860000,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
DFIN,"Donnelley Financial Solutions, Inc.",13.43,459.31M,459310000,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin
JRI,Nuveen Real Asset Income and Growth Fund,16.68,458.19M,458190000,2012,n/a,n/a,https://www.nasdaq.com/symbol/jri
PAR,PAR Technology Corporation,28.04,455.72M,455720000,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/par
CURO,CURO Group Holdings Corp.,9.79,454.67M,454670000,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
UNFI,"United Natural Foods, Inc.",8.58,452.2M,452200000,2019,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi
CRCM,"Care.com, Inc.",13.91,451.75M,451750000,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/crcm
MAXR,Maxar Technologies Inc.,7.55,449.83M,449830000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr
MIN,MFS Intermediate Income Trust,3.84,448.91M,448910000,1988,n/a,n/a,https://www.nasdaq.com/symbol/min
BBX,BBX Capital Corporation,4.59,448.74M,448740000,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
MQY,"Blackrock MuniYield Quality Fund, Inc.",14.55,446.86M,446860000,1992,n/a,n/a,https://www.nasdaq.com/symbol/mqy
CCR,CONSOL Coal Resources LP,16.1,444.89M,444890000,2015,Energy,Coal Mining,https://www.nasdaq.com/symbol/ccr
KTF,Scudder Municiple Income Trust,11.25,444.39M,444390000,1988,n/a,n/a,https://www.nasdaq.com/symbol/ktf
HRTG,"Heritage Insurance Holdings, Inc.",14.74,442.39M,442390000,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hrtg
EHI,Western Asset Global High Income Fund Inc,9.94,441.33M,441330000,2003,n/a,n/a,https://www.nasdaq.com/symbol/ehi
MOSC,Mosaic Acquisition Corp.,10.2,439.88M,439880000,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mosc
VEC,"Vectrus, Inc.",38.42,438.88M,438880000,2014,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/vec
TISI,"Team, Inc.",14.47,437.69M,437690000,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi
AZRE,Azure Power Global Limited,10.65,437.08M,437080000,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
PMO,Putnam Municipal Opportunities Trust,12.66,436.94M,436940000,1993,n/a,n/a,https://www.nasdaq.com/symbol/pmo
TRC,Tejon Ranch Co,16.76,436.18M,436180000,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/trc
PKO,Pimco Income Opportunity Fund,26.89,435.87M,435870000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pko
HOME,At Home Group Inc.,6.8,435.48M,435480000,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
NRP,Natural Resource Partners LP,35.47,434.9M,434900000,2002,Energy,Coal Mining,https://www.nasdaq.com/symbol/nrp
AVD,American Vanguard Corporation,14.54,432.1M,432100000,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd
ECC           ,Eagle Point Credit Company Inc.,17.76,431.82M,431820000,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc
ACRE,Ares Commercial Real Estate Corporation,14.94,431.3M,431300000,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre
CAI,"CAI International, Inc.",23.95,429.54M,429540000,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/cai
CSLT,"Castlight Health, inc.",2.98,429M,429000000,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/cslt
NAN,Nuveen New York Quality Municipal Income Fund,13.9,428.83M,428830000,1999,n/a,n/a,https://www.nasdaq.com/symbol/nan
CWH,"Camping World Holdings, Inc.",11.52,428.73M,428730000,2016,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cwh
IPI,"Intrepid Potash, Inc",3.25,425.89M,425890000,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/ipi
FC,Franklin Covey Company,30.24,422.26M,422260000,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/fc
BFZ,BlackRock California Municipal Income Trust,13.225,421.92M,421920000,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",13.99,421.85M,421850000,1998,n/a,n/a,https://www.nasdaq.com/symbol/muj
REX,REX American Resources Corporation,66.92,419.88M,419880000,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rex
RCS,"PIMCO Strategic Income Fund, Inc.",9.62,417.25M,417250000,1994,n/a,n/a,https://www.nasdaq.com/symbol/rcs
DX,"Dynex Capital, Inc.",16.96,417.01M,417010000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx
SRLP,Sprague Resources LP,18.19,413.53M,413530000,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,23.73,413.42M,413420000,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbab
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.56,413.1M,413100000,2005,n/a,n/a,https://www.nasdaq.com/symbol/etb
RCUS,"Arcus Biosciences, Inc.",9.27,412.84M,412840000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus
BGG,Briggs & Stratton Corporation,9.81,412.59M,412590000,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bgg
PMX,PIMCO Municipal Income Fund III,12.47,411.28M,411280000,2002,n/a,n/a,https://www.nasdaq.com/symbol/pmx
NE,Noble Corporation,1.65,411.11M,411110000,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ne
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.18,410.32M,410320000,1997,n/a,n/a,https://www.nasdaq.com/symbol/mhn
GER,Goldman Sachs MLP Energy Renaissance Fund,5.16,410.06M,410060000,1986,n/a,n/a,https://www.nasdaq.com/symbol/ger
TGS,Transportadora De Gas Sa Ord B,14.63,409.64M,409640000,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tgs
DPLO,"Diplomat Pharmacy, Inc.",5.47,408.68M,408680000,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo
NFC,New Frontier Corporation,10.1,408.67M,408670000,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nfc
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.67,404.33M,404330000,1992,n/a,n/a,https://www.nasdaq.com/symbol/miy
BME,Blackrock Health Sciences Trust,38.6,403.42M,403420000,2005,n/a,n/a,https://www.nasdaq.com/symbol/bme
STG,Sunlands Technology Group,2.35,401.87M,401870000,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stg
UAN,"CVR Partners, LP",3.53,399.89M,399890000,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
FSB,"Franklin Financial Network, Inc.",27.1,399.16M,399160000,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/fsb
MG,Mistras Group Inc,13.87,397.32M,397320000,2009,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/mg
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",7.99,394.46M,394460000,1989,n/a,n/a,https://www.nasdaq.com/symbol/dsm
JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.68,392.44M,392440000,2004,n/a,n/a,https://www.nasdaq.com/symbol/jro
CHS,"Chico&#39;s FAS, Inc.",3.32,391.58M,391580000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/chs
BCEI,"Bonanza Creek Energy, Inc.",18.98,391.45M,391450000,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bcei
PMM,Putnam Managed Municipal Income Trust,7.72,389.15M,389150000,1989,n/a,n/a,https://www.nasdaq.com/symbol/pmm
TOWR,"Tower International, Inc.",18.79,388.74M,388740000,2010,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/towr
BKT,BlackRock Income Trust Inc. (The),6.06,386.61M,386610000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bkt
AFB,Alliance National Municipal Income Fund Inc,13.42,385.76M,385760000,2002,n/a,n/a,https://www.nasdaq.com/symbol/afb
RWGE,Regalwood Global Energy Ltd.,10.25,384.38M,384380000,2018,Finance,Business Services,https://www.nasdaq.com/symbol/rwge
PMF,PIMCO Municipal Income Fund,14.9,384.15M,384150000,2001,n/a,n/a,https://www.nasdaq.com/symbol/pmf
MCR,MFS Charter Income Trust,8.15,382.97M,382970000,1989,n/a,n/a,https://www.nasdaq.com/symbol/mcr
HQL,Tekla Life Sciences Investors,16.81,382.52M,382520000,1992,n/a,n/a,https://www.nasdaq.com/symbol/hql
MSB,Mesabi Trust,29.08,381.53M,381530000,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb
HPR,HighPoint Resources Corporation,1.79,381.42M,381420000,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hpr
GPM,Guggenheim Enhanced Equity Income Fund,7.92,381.22M,381220000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gpm
GMRE,Global Medical REIT Inc.,11,380.11M,380110000,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/gmre
THW,Tekla World Healthcare Fund,12.6,379.96M,379960000,2015,n/a,n/a,https://www.nasdaq.com/symbol/thw
LGC,Legacy Acquisition Corp.,10.12,379.5M,379500000,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc
NCZ,AllianzGI Convertible & Income Fund II,4.99,378.35M,378350000,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncz
HZO,"MarineMax, Inc.",16.49,376.61M,376610000,1998,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hzo
SMTA,Spirit MTA REIT,8.72,376.35M,376350000,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/smta
MMT,MFS Multimarket Income Trust,5.79,375.57M,375570000,1987,n/a,n/a,https://www.nasdaq.com/symbol/mmt
BUI,"BlackRock Utility, Infrastructure & Power Opportun",22.07,375.51M,375510000,2011,n/a,n/a,https://www.nasdaq.com/symbol/bui
VAPO,"Vapotherm, Inc.",21.42,372.44M,372440000,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/vapo
GUT,Gabelli Utility Trust (The),6.93,372.38M,372380000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gut
ANH,Anworth Mortgage Asset  Corporation,3.77,371.89M,371890000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/anh
AMBR,"Amber Road, Inc.",13.02,370.27M,370270000,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr
SDRL,Seadrill Limited,3.7,370M,370000000,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",14.15,369.91M,369910000,1993,n/a,n/a,https://www.nasdaq.com/symbol/rfi
JMF,Nuveen Energy MLP Total Return Fund,9.05,369.12M,369120000,2011,n/a,n/a,https://www.nasdaq.com/symbol/jmf
JLS,Nuveen Mortgage Opportunity Term Fund,23.16,367.99M,367990000,2009,n/a,n/a,https://www.nasdaq.com/symbol/jls
MX,MagnaChip Semiconductor Corporation,10.73,367.23M,367230000,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx
TRNE,Trine Acquisition Corp.,9.75,365.81M,365810000,2019,Finance,Business Services,https://www.nasdaq.com/symbol/trne
NTP,Nam Tai Property Inc.,9.56,365.13M,365130000,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/ntp
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,24.13,363.63M,363630000,2004,n/a,n/a,https://www.nasdaq.com/symbol/eto
OIA,Invesco Municipal Income Opportunities Trust,7.63,362.63M,362630000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oia
BYM,Blackrock Municipal Income Quality Trust,13.715,362.16M,362160000,2002,n/a,n/a,https://www.nasdaq.com/symbol/bym
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",14.95,361.16M,361160000,1992,n/a,n/a,https://www.nasdaq.com/symbol/myj
CTR,ClearBridge MLP and Midstream Total Return Fund In,9.39,360.58M,360580000,2012,n/a,n/a,https://www.nasdaq.com/symbol/ctr
FET,"Forum Energy Technologies, Inc.",3.28,360.51M,360510000,2012,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fet
MCB,Metropolitan Bank Holding Corp.,43.25,359.88M,359880000,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mcb
BGH,Babson Global Short Duration High Yield Fund,17.81,357.23M,357230000,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
XAN,Exantas Capital Corp.,11.2,356.86M,356860000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/xan
JGH,Nuveen Global High Income Fund,15.37,356.24M,356240000,2014,n/a,n/a,https://www.nasdaq.com/symbol/jgh
CIA,"Citizens, Inc.",7.07,355.13M,355130000,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/cia
CALX,"Calix, Inc",6.54,355.1M,355100000,2010,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/calx
NEV,Nuveen Enhanced Municipal Value Fund,14.19,354.04M,354040000,2009,n/a,n/a,https://www.nasdaq.com/symbol/nev
TCS,Container Store (The),7.24,353.97M,353970000,2013,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tcs
ESTE,"Earthstone Energy, Inc.",5.48,352.47M,352470000,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este
PCQ,PIMCO California Municipal Income Fund,18.72,351.94M,351940000,2001,n/a,n/a,https://www.nasdaq.com/symbol/pcq
RPLA,Replay Acquisition Corp.,9.77,351.11M,351110000,2019,Finance,Business Services,https://www.nasdaq.com/symbol/rpla
TPVG,TriplePoint Venture Growth BDC Corp.,14.12,350.46M,350460000,2014,n/a,n/a,https://www.nasdaq.com/symbol/tpvg
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",12.85,349.64M,349640000,2006,n/a,n/a,https://www.nasdaq.com/symbol/fof
NC,"NACCO Industries, Inc.",50.01,349.41M,349410000,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/nc
HVT,"Haverty Furniture Companies, Inc.",16.98,349.29M,349290000,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hvt
BGR,BlackRock Energy and Resources Trust,11.64,347.17M,347170000,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
EOT,Eaton Vance Municipal Income Trust,22.77,346.87M,346870000,2009,n/a,n/a,https://www.nasdaq.com/symbol/eot
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,15.17,345.62M,345620000,2010,n/a,n/a,https://www.nasdaq.com/symbol/hyi
CSV,"Carriage Services, Inc.",18.98,345.49M,345490000,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/csv
GMZ,Goldman Sachs MLP Income Opportunities Fund,7.77,345.16M,345160000,2013,n/a,n/a,https://www.nasdaq.com/symbol/gmz
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.05,344.87M,344870000,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
JCP,"J.C. Penney Company, Inc. Holding Company",1.09,344.84M,344840000,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/jcp
BLE,BlackRock Municipal Income Trust II,14.62,344.01M,344010000,2002,n/a,n/a,https://www.nasdaq.com/symbol/ble
MLR,"Miller Industries, Inc.",30.12,343.37M,343370000,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mlr
OPY,"Oppenheimer Holdings, Inc.",26.28,342.25M,342250000,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/opy
HCI,"HCI Group, Inc.",40.25,342.23M,342230000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hci
SPLP,Steel Partners Holdings LP,13.71,342.18M,342180000,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp
CEL,"Cellcom Israel, Ltd.",2.94,341.62M,341620000,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cel
RUBI,"The Rubicon Project, Inc.",6.59,341.21M,341210000,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi
MIXT,MiX Telematics Limited,15.17,340.99M,340990000,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mixt
HMLP,Hoegh LNG Partners LP,17.01,340.98M,340980000,2014,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hmlp
ORC,"Orchid Island Capital, Inc.",6.35,339.78M,339780000,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/orc
FMO,Fiduciary/Claymore Energy Infrastructure Fund,9.57,339.17M,339170000,2004,n/a,n/a,https://www.nasdaq.com/symbol/fmo
RAD,Rite Aid Corporation,6.3,339.12M,339120000,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/rad
RRTS,"Roadrunner Transportation Systems, Inc.",8.95,336.24M,336240000,2010,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rrts
LDL,"Lydall, Inc.",19.09,334.66M,334660000,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl
WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,11.46,334.09M,334090000,2003,n/a,n/a,https://www.nasdaq.com/symbol/wia
PKE,Park Electrochemical Corporation,16.29,333.82M,333820000,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/pke
CINR,Ciner Resources LP,16.9,333.58M,333580000,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cinr
TLRA,"Telaria, Inc.",7.28,332.13M,332130000,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra
LAC,Lithium Americas Corp.,3.74,331.87M,331870000,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.06,328.28M,328280000,1989,n/a,n/a,https://www.nasdaq.com/symbol/men
SFUN,Fang Holdings Limited,0.7311,327.87M,327870000,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/sfun
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",27.21,326.6M,326600000,2010,n/a,n/a,https://www.nasdaq.com/symbol/psf
RMT,"Royce Micro-Cap Trust, Inc.",8.05,326.03M,326030000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmt
DSX,Diana Shipping inc.,3.23,325.07M,325070000,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsx
TMST,TimkenSteel Corporation,7.26,325M,325000000,2014,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tmst
JMEI,Jumei International Holding Limited,2.6,322.61M,322610000,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jmei
BPT,BP Prudhoe Bay Royalty Trust,14.99,320.79M,320790000,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bpt
KIO,KKR Income Opportunities Fund,15.77,320.77M,320770000,2013,n/a,n/a,https://www.nasdaq.com/symbol/kio
AIZP,"Assurant, Inc.",111.51,320.59M,320590000,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
PFL,PIMCO Income Strategy Fund,11.86,319.9M,319900000,2003,n/a,n/a,https://www.nasdaq.com/symbol/pfl
LL,"Lumber Liquidators Holdings, Inc",11.15,319.84M,319840000,2007,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll
FCT,First Trust Senior Floating Rate Income Fund II,11.96,319.3M,319300000,2004,n/a,n/a,https://www.nasdaq.com/symbol/fct
MVT,"Blackrock MuniVest Fund II, Inc.",14.9,317.73M,317730000,1993,n/a,n/a,https://www.nasdaq.com/symbol/mvt
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",20.01,317.7M,317700000,2009,n/a,n/a,https://www.nasdaq.com/symbol/stk
UFI,"Unifi, Inc.",17.24,317.62M,317620000,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/ufi
GNK,Genco Shipping & Trading Limited ,7.61,317.01M,317010000,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gnk
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.82,316.03M,316030000,2016,n/a,n/a,https://www.nasdaq.com/symbol/fiv
BHR,Braemar Hotels & Resorts Inc.,9.58,315.02M,315020000,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bhr
RYAM,Rayonier Advanced Materials Inc.,6.32,314.74M,314740000,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ryam
MCI,Barings Corporate Investors,15.63,313.9M,313900000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
ONDK,"On Deck Capital, Inc.",4.12,312.79M,312790000,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ondk
TK,Teekay Corporation,3.1,312.12M,312120000,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk
DBL,DoubleLine Opportunistic Credit Fund,20.84,311.09M,311090000,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl
MOGU,MOGU Inc.,2.9,310M,310000000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mogu
SOR,"Source Capital, Inc.",36.39,309.68M,309680000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor
DS,Drive Shack Inc.,4.62,309.67M,309670000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds
CATO,Cato Corporation (The),12.46,308.63M,308630000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/cato
VRTV,Veritiv Corporation,19.12,307.36M,307360000,2014,Consumer Services,Paper,https://www.nasdaq.com/symbol/vrtv
NAT,Nordic American Tankers Limited,2.15,305.23M,305230000,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nat
FFA,First Trust,15.27,304.99M,304990000,2004,n/a,n/a,https://www.nasdaq.com/symbol/ffa
BKK,Blackrock Municipal 2020 Term Trust,15.05,304.56M,304560000,2003,n/a,n/a,https://www.nasdaq.com/symbol/bkk
GRAF,Graf Industrial Corp.,9.99,304.4M,304400000,2018,Finance,Business Services,https://www.nasdaq.com/symbol/graf
PCK,Pimco California Municipal Income Fund II,9.49,303.81M,303810000,2002,n/a,n/a,https://www.nasdaq.com/symbol/pck
BZH,"Beazer Homes USA, Inc.",9.48,303.77M,303770000,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
CYH,"Community Health Systems, Inc.",2.57,303.42M,303420000,2000,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyh
JRS,Nuveen Real Estate Fund,10.49,303.08M,303080000,2001,n/a,n/a,https://www.nasdaq.com/symbol/jrs
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.69,302.4M,302400000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vpv
NMY,Nuveen Maryland Quality Municipal Income Fund,12.9407,302.32M,302320000,1993,n/a,n/a,https://www.nasdaq.com/symbol/nmy
AHT,Ashford Hospitality Trust Inc,2.95,301.32M,301320000,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
TNK,Teekay Tankers Ltd.,1.12,301.28M,301280000,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk
QUAD,"Quad Graphics, Inc",7.93,301.18M,301180000,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/quad
TLRD,"Tailored Brands, Inc.",5.96,301.09M,301090000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd
SALT,Scorpio Bulkers Inc.,4.22,300.54M,300540000,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
MYC,"Blackrock MuniYield California Fund, Inc.",14.02,300.3M,300300000,1992,n/a,n/a,https://www.nasdaq.com/symbol/myc
BEDU,Bright Scholar Education Holdings Limited,10.06,296.67M,296670000,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bedu
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,23.75,296.12M,296120000,2005,n/a,n/a,https://www.nasdaq.com/symbol/mgu
GNE,Genie Energy Ltd.,10.9,295.3M,295300000,2011,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/gne
HCR,Hi-Crush Inc.,2.92,295.23M,295230000,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hcr
ARLO,"Arlo Technologies, Inc.",3.93,293.94M,293940000,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo
PVT,Pivotal Acquisition Corp.,10.22,293.83M,293830000,2019,Finance,Business Services,https://www.nasdaq.com/symbol/pvt
SMHI,SEACOR Marine Holdings Inc.,13.78,293.39M,293390000,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
RM,Regional Management Corp.,24.45,292.14M,292140000,2012,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/rm
USDP,USD Partners LP,11.01,291.77M,291770000,2014,Transportation,Railroads,https://www.nasdaq.com/symbol/usdp
NOA,North American Construction Group Ltd.,10.68,291.03M,291030000,2006,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/noa
SRT,"StarTek, Inc.",7.57,290.35M,290350000,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt
MFM,MFS Municipal Income Trust,7.019,289.1M,289100000,1986,n/a,n/a,https://www.nasdaq.com/symbol/mfm
BGT,Blackrock Global,12.3001,285.42M,285420000,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgt
ZTR,Virtus Global Dividend & Income Fund Inc.,11.6,285.37M,285370000,1988,n/a,n/a,https://www.nasdaq.com/symbol/ztr
MEC,"Mayville Engineering Company, Inc.",14.36,284.98M,284980000,2019,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mec
AMID,"American Midstream Partners, LP",5.21,283.69M,283690000,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid
SHLL,Tortoise Acquisition Corp.,9.74,283.69M,283690000,2019,Finance,Business Services,https://www.nasdaq.com/symbol/shll
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.58,283.31M,283310000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mue
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.55,283.1M,283100000,1992,n/a,n/a,https://www.nasdaq.com/symbol/mqt
CLW,Clearwater Paper Corporation,17.14,283.07M,283070000,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/clw
